Use Glasses,1
Use ASR,1
Gaze object,cereals,Decision Prob.,0.433333,>,Threshold execute,Seconds from demo start time,21.999
Gaze object,cereals,Decision Prob.,0.433333,>,Threshold execute,Seconds from demo start time,21.999
Compute grasp poses object,cereals3,,,,,Seconds from demo start time,22.024
Feasible reaching pose for object,cereals3,,,,,Seconds from demo start time,22.026
Plan trajectory reaching pose for object,cereals3,arm,right,,,Seconds from demo start time,22.257
Start Execution trajectory to reach,cereals3,arm,right,,,Seconds from demo start time,22.257
Asr command to grasp object,milk,different,,,,Seconds from demo start time,23.7
Compute grasp poses object,milk2,,,,,Seconds from demo start time,23.823
Feasible reaching pose for object,milk2,,,,,Seconds from demo start time,24.618
Plan trajectory reaching pose for object,milk2,arm,left,,,Seconds from demo start time,24.688
Compute grasp poses object,milk2,,,,,Seconds from demo start time,24.724
Feasible reaching pose for object,milk2,,,,,Seconds from demo start time,25.498
Plan trajectory reaching pose for object,milk2,arm,left,,,Seconds from demo start time,25.609
Compute grasp poses object,milk2,,,,,Seconds from demo start time,25.624
Feasible reaching pose for object,milk2,,,,,Seconds from demo start time,26.43
Plan trajectory reaching pose for object,milk2,arm,left,,,Seconds from demo start time,26.523
Compute grasp poses object,milk2,,,,,Seconds from demo start time,26.624
Feasible reaching pose for object,milk2,,,,,Seconds from demo start time,27.42
Plan trajectory reaching pose for object,milk2,arm,left,,,Seconds from demo start time,27.545
Compute grasp poses object,milk2,,,,,Seconds from demo start time,27.625
Feasible reaching pose for object,milk2,,,,,Seconds from demo start time,28.447
Plan trajectory reaching pose for object,milk2,arm,left,,,Seconds from demo start time,28.588
Compute grasp poses object,milk2,,,,,Seconds from demo start time,28.623
Feasible reaching pose for object,milk2,,,,,Seconds from demo start time,29.426
Plan trajectory reaching pose for object,milk2,arm,left,,,Seconds from demo start time,29.547
Compute grasp poses object,milk2,,,,,Seconds from demo start time,29.625
Feasible reaching pose for object,milk2,,,,,Seconds from demo start time,30.412
Plan trajectory reaching pose for object,milk2,arm,left,,,Seconds from demo start time,30.491
Compute grasp poses object,milk2,,,,,Seconds from demo start time,30.523
