Use Glasses,1
Use ASR,1
Gaze object,cereals,Decision Prob.,0.600829,>,Threshold execute,Seconds from demo start time,40.6141
Compute grasp poses object,cereals2,,,,,Seconds from demo start time,40.7121
Feasible reaching pose for object,cereals2,,,,,Seconds from demo start time,41.0367
Plan trajectory reaching pose for object,cereals2,arm,left,,,Seconds from demo start time,41.3554
Gaze object,cereals,Decision Prob.,0.706155,>,Threshold execute,Seconds from demo start time,41.4724
Start Execution trajectory to reach,cereals2,arm,left,,,Seconds from demo start time,41.4725
Asr command to grasp object,cereals,same,,,,Seconds from demo start time,41.7355
Robot in reaching Pose trajectory,cereals2,arm,left,,,Seconds from demo start time,47.7342
Object grasped,cereals2,,,,,Seconds from demo start time,56.0953
Object up,cereals2,,,,,Seconds from demo start time,98.2996
